Combination, leakage_current_cir, leakage_current_mos, error
011110011,1.71967e-05, 4.5595097e-06, 7.34861357120843
011110100,1.50996e-05, 4.7475465e-06, 6.855846181355797
011110101,1.47682e-05, 4.658826400000001e-06, 6.845366124510772
011110110,1.60331e-05, 4.471471300000002e-06, 7.211099974427901
011110111,1.6682e-05, 4.3820695e-06, 7.373174979019303
011111000,1.93908e-05, 4.6389955e-06, 7.607630680528911
011111001,1.97336e-05, 4.3545706e-06, 7.7933217456520865
011111010,2.23561e-05, 4.4419317e-06, 8.013100809175125
011111011,2.36965e-05, 4.1687395e-06, 8.240778384993565
011111100,2.05842e-05, 4.313551799999999e-06, 7.904435537936864
011111101,2.02528e-05, 4.2248317e-06, 7.913951799257387
011111110,2.40215e-05, 4.0027463000000005e-06, 8.333681785067542
011111111,2.47241e-05, 3.9617275e-06, 8.397625191614658
100000000,8.46097e-06, 7.2638459000000075e-06, 1.41487808135473
100000001,8.78635e-06, 6.967506600000007e-06, 2.0700784739965887
100000010,8.33659e-06, 6.908965500000007e-06, 1.7124801627523882
100000011,9.64211e-06, 6.611944500000004e-06, 3.1426373480493335
100000100,8.60294e-06, 6.878786500000006e-06, 2.004144513387277
100000101,8.27161e-06, 6.7900664000000064e-06, 1.7911187785690974
100000110,8.47856e-06, 6.523906100000007e-06, 2.3054078758657046
100000111,9.12737e-06, 6.434504300000005e-06, 2.950319423886612
100001000,8.27452e-06, 6.642805200000007e-06, 1.971975171973713
100001001,8.5999e-06, 6.3464659000000065e-06, 2.6203026779381084
100001010,1.01951e-05, 6.385733000000006e-06, 3.736468499573319
100001011,1.15006e-05, 6.088712000000003e-06, 4.705744048136617
100001100,9.41393e-06, 6.273528700000005e-06, 3.335908913705536
100001101,9.08259e-06, 6.184808600000004e-06, 3.1904791474678436
100001110,1.1789e-05, 5.890800400000001e-06, 5.003138179659004
100001111,1.24917e-05, 5.8497816000000005e-06, 5.317065251326881
100010000,8.68091e-06, 6.730460700000006e-06, 2.2468258512068355
100010001,9.02371e-06, 6.446035800000006e-06, 2.85655700371576
100010010,9.61447e-06, 6.454385500000006e-06, 3.286800520465501
100010011,1.09374e-05, 6.169278900000003e-06, 4.359464863678751
100010100,8.84031e-06, 6.357315700000005e-06, 2.808718585660452
100010101,8.50899e-06, 6.268595600000006e-06, 2.632973361115708
100010110,9.77387e-06, 6.0812405000000045e-06, 3.7780628348852554
100010111,1.04227e-05, 5.991838700000003e-06, 4.251164573479038
100011000,8.49447e-06, 6.109420000000006e-06, 2.8077678772189363
100011001,8.83727e-06, 5.824995100000006e-06, 3.408603448802622
100011010,1.1473e-05, 5.931153000000005e-06, 4.830338185304624
100011011,1.27959e-05, 5.646046400000004e-06, 5.587612907259354
100011100,9.6513e-06, 5.752057900000004e-06, 4.040121123579203
100011101,9.31998e-06, 5.663337800000003e-06, 3.923444256318143
100011110,1.30843e-05, 5.4481348000000004e-06, 5.836128184159641
100011111,1.3787e-05, 5.407116e-06, 6.078105461666787
100100000,8.22655e-06, 6.554085100000006e-06, 2.033008855474037
100100001,8.55193e-06, 6.2577458000000054e-06, 2.6826508168331538
100100010,8.10217e-06, 6.1992047000000055e-06, 2.3487106540593374
100100011,9.40769e-06, 5.902183700000004e-06, 3.7262136613770185
100100100,8.36852e-06, 6.169025700000006e-06, 2.628295445311708
100100101,8.03719e-06, 6.080305600000005e-06, 2.434786784933533
100100110,8.24415e-06, 5.8141453000000055e-06, 2.947550323562762
100100111,8.89295e-06, 5.724743500000004e-06, 3.562604647501668
100101000,1.1143e-05, 6.1096578000000055e-06, 4.517044063537642
100101001,1.14684e-05, 5.813318500000005e-06, 4.931011736597952
100101010,1.30635e-05, 5.852585600000004e-06, 5.519894668350744
100101011,1.43691e-05, 5.555564600000003e-06, 6.133672533422412
100101100,1.22824e-05, 5.740381300000003e-06, 5.326335813847454
100101101,1.19511e-05, 5.651661200000004e-06, 5.2710117060354245
100101110,1.46575e-05, 5.357653000000001e-06, 6.344770254136107
100101111,1.53601e-05, 5.3166342000000004e-06, 6.538672144061561
100110000,9.41591e-06, 6.013345700000005e-06, 3.613632989270283
100110001,9.75871e-06, 5.728920800000005e-06, 4.129428172371138
100110010,1.03495e-05, 5.7372705000000045e-06, 4.456475675153385
100110011,1.16724e-05, 5.452163900000002e-06, 5.32901211404681
100110100,9.57531e-06, 5.640200700000004e-06, 4.109641672175623
100110101,9.24398e-06, 5.551480600000004e-06, 3.9944909011053635
100110110,1.05089e-05, 5.364125500000003e-06, 4.895635604106992
100110111,1.11577e-05, 5.274723700000001e-06, 5.272570780716455
100111000,1.28042e-05, 5.459726900000002e-06, 5.73598748848034
100111001,1.3147e-05, 5.1753020000000016e-06, 6.063511067163611
100111010,1.57491e-05, 5.247870000000002e-06, 6.667828637826922
100111011,1.70895e-05, 4.9746778e-06, 7.089044266947541
100111100,1.39975e-05, 5.134283200000001e-06, 6.331999857117342
100111101,1.36662e-05, 5.045563100000002e-06, 6.307998492631455
100111110,1.74145e-05, 4.8086846e-06, 7.238689253208533
100111111,1.81171e-05, 4.7676658000000006e-06, 7.368416689205226
101000000,8.51773e-06, 6.730460700000006e-06, 2.0982929724233967
101000001,8.86053e-06, 6.446035800000006e-06, 2.7249997460648445
101000010,8.39335e-06, 6.375580300000006e-06, 2.404009960266156
101000011,9.7163e-06, 6.090473700000003e-06, 3.7316944721756196
101000100,8.67713e-06, 6.357315700000005e-06, 2.673481093402998
101000101,8.34581e-06, 6.268595600000006e-06, 2.4889308527272895
101000110,8.55275e-06, 6.002435300000004e-06, 2.9818651310981803
101000111,9.20158e-06, 5.9130335000000025e-06, 3.5738932878918597
101001000,9.38923e-06, 6.1882252000000045e-06, 3.4092303628732026
101001001,9.73203e-06, 5.903800300000004e-06, 3.9336394359655644
101001010,1.13098e-05, 5.931153000000005e-06, 4.7557401545562215
101001011,1.26327e-05, 5.646046400000002e-06, 5.530609925035818
101001100,1.05461e-05, 5.8308631000000025e-06, 4.4710716757853595
101001101,1.02147e-05, 5.742143000000003e-06, 4.3785495413472715
101001110,1.29212e-05, 5.4481348000000004e-06, 5.7835690183574275
101001111,1.36238e-05, 5.407116000000002e-06, 6.031124943114254
101010000,8.14549e-06, 6.464300400000007e-06, 2.0639514627112585
101010001,8.4883e-06, 6.179875500000005e-06, 2.719536891957159
101010010,9.07905e-06, 6.1882252000000045e-06, 3.184060887427645
101010011,1.0402e-05, 5.903118600000003e-06, 4.3250157661988045
101010100,8.3049e-06, 6.091155400000005e-06, 2.665588507989254
101010101,7.97357e-06, 6.002435300000004e-06, 2.472085527561677
101010110,9.23846e-06, 5.815080200000005e-06, 3.7055740891880196
101010111,9.88728e-06, 5.725678400000003e-06, 4.209045966130216
101011000,9.01699e-06, 5.922064900000005e-06, 3.432326197544851
101011001,9.3598e-06, 5.6376400000000045e-06, 3.9767516399923024
101011010,1.19955e-05, 5.743797900000004e-06, 5.211706139802423
101011011,1.33184e-05, 5.458691300000003e-06, 5.901391083012973
101011100,1.01738e-05, 5.564702800000003e-06, 4.530359551003556
101011101,9.8425e-06, 5.4759827000000035e-06, 4.4363904495808955
101011110,1.36069e-05, 5.260779700000001e-06, 6.1337411901314765
101011111,1.43095e-05, 5.2197609000000004e-06, 6.3522408889199475
101100000,8.28331e-06, 6.020699900000005e-06, 2.731528941932627
101100001,8.62612e-06, 5.736275000000005e-06, 3.3501098987725597
101100010,8.15894e-06, 5.665819500000004e-06, 3.0556916707317323
101100011,9.48188e-06, 5.380712900000003e-06, 4.3252678793656925
101100100,8.44271e-06, 5.647554900000005e-06, 3.310732099053497
101100101,8.11139e-06, 5.558834800000004e-06, 3.1468776621516104
101100110,8.31834e-06, 5.292674500000003e-06, 3.637342907358917
101100111,8.96716e-06, 5.203272700000001e-06, 4.197412893268325
101101000,1.22577e-05, 5.6550778000000045e-06, 5.386509867267102
101101001,1.26005e-05, 5.3706529000000025e-06, 5.737746200547596
101101010,1.41783e-05, 5.398005600000003e-06, 6.1927695139755805
101101011,1.55012e-05, 5.112899e-06, 6.7016108430315064
101101100,1.34145e-05, 5.2977157000000024e-06, 6.050754258451674
101101101,1.30832e-05, 5.208995600000001e-06, 6.018561514002689
101101110,1.57896e-05, 4.9149874e-06, 6.887199549070273
101101111,1.64923e-05, 4.8739686e-06, 7.044700496595381
101110000,8.88049e-06, 5.747185400000004e-06, 3.528301478859834
101110001,9.2233e-06, 5.462760500000003e-06, 4.077216939707043
101110010,9.81405e-06, 5.471110200000003e-06, 4.425226894095706
101110011,1.1137e-05, 5.1860036e-06, 5.343446529586064
101110100,9.0399e-06, 5.374040400000004e-06, 4.055199283177907
101110101,8.70857e-06, 5.285320300000003e-06, 3.9308976100553785
101110110,9.97346e-06, 5.097965200000002e-06, 4.888468796185073
101110111,1.06223e-05, 5.0085634e-06, 5.284859776131347
101111000,1.33267e-05, 5.2723718000000024e-06, 6.043752917076244
101111001,1.36695e-05, 4.9879469000000004e-06, 6.351039247960788
101111010,1.62716e-05, 5.060514900000001e-06, 6.889970930947172
101111011,1.7612e-05, 4.7873227000000005e-06, 7.281783613445379
101111100,1.45201e-05, 4.9469281e-06, 6.593048188373358
101111101,1.41888e-05, 4.8582080000000006e-06, 6.576026161479477
101111110,1.7937e-05, 4.621329500000001e-06, 7.423577242571222
101111111,1.86397e-05, 4.5803107e-06, 7.542712221763226
110000000,8.2823e-06, 6.642805200000007e-06, 1.979516317931001
110000001,8.60768e-06, 6.3464659000000065e-06, 2.6269727731514103
110000010,8.15792e-06, 6.2879248000000065e-06, 2.2922450820797375
110000011,9.46344e-06, 5.990903800000003e-06, 3.669422746908097
110000100,8.42427e-06, 6.2577458000000054e-06, 2.571764912568085
110000101,8.09294e-06, 6.169025700000006e-06, 2.3772748840347186
110000110,8.2999e-06, 5.902865400000005e-06, 2.888028289497458
110000111,8.9487e-06, 5.813463600000003e-06, 3.5035663280699954
110001000,8.09586e-06, 6.021764500000005e-06, 2.561921154763046
110001001,8.42123e-06, 5.725425200000006e-06, 3.201200774708676
110001010,1.00164e-05, 5.7646923000000056e-06, 4.244746316041686
110001011,1.13219e-05, 5.467671300000002e-06, 5.170712247944248
110001100,9.23526e-06, 5.652488000000003e-06, 3.8794489814038773
110001101,8.90393e-06, 5.563767900000003e-06, 3.7513346353801036
110001110,1.16104e-05, 5.269759700000001e-06, 5.461173000068903
110001111,1.2313e-05, 5.2287409e-06, 5.753479330788598
110010000,8.50224e-06, 6.109420000000006e-06, 2.8143406913942615
110010001,8.84504e-06, 5.824995100000006e-06, 3.414393716704497
110010010,9.43581e-06, 5.8333448000000055e-06, 3.817865344893543
110010011,1.07587e-05, 5.548238200000003e-06, 4.843021740544859
110010100,8.66164e-06, 5.736275000000005e-06, 3.3773800342660225
110010101,8.33032e-06, 5.647554900000005e-06, 3.2204826465249776
110010110,9.59521e-06, 5.460199800000004e-06, 4.3094525289180705
110010111,1.0244e-05, 5.370798000000002e-06, 4.757128074970712
110011000,8.3158e-06, 5.488379300000006e-06, 3.400058563217001
110011001,8.6586e-06, 5.203954400000004e-06, 3.9898431617120513
110011010,1.12943e-05, 5.310112300000005e-06, 5.298413978732631
110011011,1.26172e-05, 5.0250057000000035e-06, 6.01733688932568
110011100,9.47263e-06, 5.131017200000004e-06, 4.5833235331687145
110011101,9.14131e-06, 5.042297100000003e-06, 4.484054145412417
110011110,1.29057e-05, 4.827094100000002e-06, 6.259719271329721
110011111,1.36083e-05, 4.786075300000001e-06, 6.482973405936082
